"recording","species","x1","x2","subtype","general","temporaldup","id","BAGI"
"s2lam135_230713_2023-07-17_10-10.WAV","Corvus corax",53.73866667,55.76533333,"Interference","Interference","N",143,"I"
"s2lam154_231123_2023-11-23_12-40.WAV","Corvus corax",48.272,50.29866667,"Interference","Interference","N",469,"I"
"s2lam029_230726_2023-07-26_18-10.WAV","Corvus corax",27.16266667,28.288,"Interference","Interference","Y",612,"I"
"s2lam144_230728_2023-07-30_18-20.WAV","sp3",16.73,17.77,"Interference","Interference","N",773,"I"
"s2lam125_230725_2023-07-30_12-10.WAV","Corvus corax",39.33333333,41.36,"Interference","Interference","N",820,"I"
"s2lam128_230713_2023-07-15_06-30.WAV","Corvus corax",57.63733333,59.74933333,"Interference","Interference","N",362,"I"
"s2lam046_230705_2023-07-13_18-50.WAV","Corvus corax",28.07466667,29.2,"Interference","Interference","N",96,"I"
"s2lam154_231123_2023-11-27_16-10.WAV","Corvus corax",46.02666667,47.152,"Interference","Interference","N",465,"I"
"s2lam135_230713_2023-07-13_12-30.WAV","Corvus corax",55.41866667,57.44533333,"Interference","Interference","N",784,"I"
"s2lam082_230726_2023-07-30_13-20.WAV","Corvus corax",46.02666667,48.05333333,"Interference","Interference","N",754,"I"
"s2lam144_230728_2023-08-05_10-20.WAV","Corvus corax",55.87733333,57.904,"Interference","Interference","N",751,"I"
"s2lam154_231123_2023-11-27_17-40.WAV","Corvus corax",56.304,58.33066667,"Interference","Interference","N",464,"I"
"s2lam151_230713_2023-07-18_13-10.WAV","Corvus corax",17.46133333,18.58666667,"Interference","Interference","Y",508,"I"
"s2lam162_231209_2023-12-11_13-30.WAV","Corvus corax",35.54133333,37.568,"Interference","Interference","N",482,"I"
"s2lam144_230728_2023-07-31_12-00.WAV","Corvus corax",7.904,10.016,"Interference","Interference","N",564,"I"
"s2lam154_231123_2023-11-26_16-40.WAV","Corvus corax",20.496,21.62133333,"Interference","Interference","N",466,"I"
"s2lam150_231122_2023-11-27_01-10.WAV","Corvus corax",39.488,41.6,"Interference","Interference","N",325,"I"
"s2lam150_231122_2023-11-23_12-00.WAV","Corvus corax",3.584,4.709333333,"Interference","Interference","N",405,"I"
"s2lam016_231205_2023-12-06_08-00.WAV","Corvus corax",15.024,17.136,"Interference","Interference","N",367,"I"
"s2lam029_230726_2023-07-28_12-40.WAV","Corvus corax",32.65066667,34.67733333,"Interference","Interference","N",222,"I"
"s2lam049_230815_2023-08-21_11-30.WAV","Corvus corax",57.76,59.78666667,"Interference","Interference","N",517,"I"
"s2lam144_230728_2023-08-10_10-10.WAV","Corvus corax",53.42933333,55.54133333,"Interference","Interference","N",650,"I"
"s2lam150_231122_2023-11-28_13-40.WAV","Corvus corax",57.36,59.472,"Interference","Interference","N",330,"I"
"s2lam150_230814_2023-08-17_13-10.WAV","Corvus corax",55.16266667,57.18933333,"Interference","Interference","N",840,"I"
"s2lam162_231209_2023-12-10_17-00.WAV","Corvus corax",47.488,49.51466667,"Interference","Interference","N",474,"I"
"s2lam154_231123_2023-11-27_01-40.WAV","Corvus corax",53.06133333,54.18666667,"Interference","Interference","N",443,"I"
"s2lam154_231123_2023-11-25_09-40.WAV","Corvus corax",17.456,19.48266667,"Interference","Interference","Y",429,"I"
"s2lam128_230713_2023-07-19_06-50.WAV","Corvus corax",3.770666667,5.797333333,"Interference","Interference","N",221,"I"
"s2lam045_231124_2023-11-26_02-50.WAV","Corvus corax",39.43466667,41.54666667,"Interference","Interference","N",313,"I"
"s2lam139_230807_2023-08-09_13-30.WAV","Corvus corax",0.986666667,2.112,"Interference","Interference","N",677,"I"
"s2lam137_230809_2023-08-13_13-10.WAV","Corvus corax",34.28266667,35.408,"Interference","Interference","N",503,"I"
"s2lam126_230820_2023-08-25_10-20.WAV","Corvus corax",55.36533333,57.47733333,"Interference","Interference","N",701,"I"
"s2lam079_230829_2023-08-30_18-40.WAV","sp3",51.67,52.75,"Interference","Interference","N",548,"I"
"s2lam150_231122_2023-11-26_01-00.WAV","Corvus corax",48.12266667,50.23466667,"Interference","Interference","N",324,"I"
"s2lam073_230807_2023-08-08_19-00.WAV","Corvus corax",19.36533333,21.392,"Interference","Interference","N",839,"I"
"s2lam147_230818_2023-08-18_11-30.WAV","Corvus corax",46.4,48.42666667,"Interference","Interference","N",187,"I"
"s2lam154_231123_2023-11-24_07-50.WAV","Corvus corax",56.89066667,58.016,"Interference","Interference","N",419,"I"
"s2lam089_230702_2023-07-04_12-20.WAV","Corvus corax",1.456,3.482666667,"Interference","Interference","Y",646,"I"
"s2lam044_230815_2023-08-20_18-30.WAV","Corvus corax",0.010666667,2.037333333,"Interference","Interference","N",277,"I"
"s2lam128_230713_2023-07-14_10-10.WAV","Corvus corax",26.656,28.768,"Interference","Interference","N",336,"I"
"s2lam129_230820_2023-08-25_10-40.WAV","Corvus corax",26.96533333,28.992,"Interference","Interference","N",699,"I"
"s2lam154_231123_2023-11-24_08-40.WAV","Corvus corax",12.848,13.97333333,"Interference","Interference","N",421,"I"
"s2lam115_230726_2023-07-31_10-40.WAV","Corvus corax",21.66933333,22.79466667,"Interference","Interference","Y",690,"I"
"s2lam137_230809_2023-08-10_10-50.WAV","sp3",12.39,13.61,"Interference","Interference","N",770,"I"
"s2lam149_230812_2023-08-15_11-00.WAV","Corvus corax",45.952,47.97866667,"Interference","Interference","N",240,"I"
"s2lam128_230713_2023-07-15_11-50.WAV","Corvus corax",5.392,7.504,"Interference","Interference","N",337,"I"
"s2lam150_231122_2023-11-23_15-40.WAV","Corvus corax",0.885333333,2.010666667,"Interference","Interference","N",398,"I"
"s2lam017_230807_2023-08-14_13-40.WAV","Corvus corax",56.79466667,57.92,"Interference","Interference","N",99,"I"
"s2lam045_231124_2023-11-26_15-10.WAV","Corvus corax",33.392,35.41866667,"Interference","Interference","N",118,"I"
"s2lam080_230807_2023-08-11_11-30.WAV","Corvus corax",24.512,26.53866667,"Interference","Interference","N",233,"I"
"s2lam135_230809_2023-08-10_19-20.WAV","sp3",34.83,36.01,"Interference","Interference","N",595,"I"
"s2lam154_231123_2023-11-23_10-40.WAV","Corvus corax",21.08266667,22.208,"Interference","Interference","N",471,"I"
"s2lam016_231205_2023-12-06_12-20.WAV","Corvus corax",6.682666667,8.794666667,"Interference","Interference","N",303,"I"
"s2lam138_230713_2023-07-18_18-20.WAV","Corvus corax",47.92533333,49.952,"Interference","Interference","N",778,"I"
"s2lam044_230815_2023-08-22_13-00.WAV","Corvus corax",57.89333333,59.92,"Interference","Interference","N",693,"I"
"s2lam151_230713_2023-07-18_12-20.WAV","Corvus corax",50.736,52.76266667,"Interference","Interference","N",578,"I"
"s2lam144_230728_2023-08-04_11-50.WAV","Corvus corax",54.944,56.97066667,"Interference","Interference","N",794,"I"
"s2lam131_230809_2023-08-13_06-50.WAV","Corvus corax",21.46666667,23.49333333,"Interference","Interference","Y",715,"I"
"s2lam135_230809_2023-08-10_19-20.WAV","sp3",21.69,22.89,"Interference","Interference","N",593,"I"
"s2lam127_230728_2023-07-29_12-30.WAV","Corvus corax",46.53333333,48.64533333,"Interference","Interference","N",356,"I"
"s2lam032_230726_2023-07-30_04-40.WAV","Corvus corax",48.14933333,49.27466667,"Interference","Interference","N",742,"I"
"s2lam029_230726_2023-07-30_18-20.WAV","Corvus corax",25.232,27.25866667,"Interference","Interference","N",713,"I"
"s2lam125_230725_2023-07-30_18-00.WAV","Corvus corax",6.490666667,8.517333333,"Interference","Interference","N",647,"I"
"s2lam126_230820_2023-08-22_06-00.WAV","Corvus corax",48.50666667,50.53333333,"Interference","Interference","N",190,"I"
"s2lam131_230713_2023-07-17_18-20.WAV","Corvus corax",19.744,21.77066667,"Interference","Interference","N",216,"I"
"s2lam016_231205_2023-12-06_17-20.WAV","Corvus corax",44.40533333,46.51733333,"Interference","Interference","N",293,"I"
"s2lam016_230829_2023-09-05_10-30.WAV","Corvus corax",57.62133333,59.648,"Interference","Interference","N",196,"I"
"s2lam125_230713_2023-07-19_06-30.WAV","Corvus corax",32.288,34.31466667,"Interference","Interference","N",581,"I"
"s2lam090_230728_2023-08-03_12-10.WAV","Corvus corax",41.536,43.56266667,"Interference","Interference","N",163,"I"
"s2lam131_230809_2023-08-11_10-40.WAV","Corvus corax",48.10133333,50.128,"Interference","Interference","N",788,"I"
"s2lam002_230807_2023-08-11_10-40.WAV","Corvus corax",11.87733333,13.904,"Interference","Interference","N",736,"I"
"s2lam135_230725_2023-07-29_12-50.WAV","Corvus corax",13.50933333,15.536,"Interference","Interference","Y",573,"I"
"s2lam131_230815_2023-08-19_13-30.WAV","Corvus corax",41.49333333,43.52,"Interference","Interference","N",250,"I"
"s2lam029_230726_2023-07-31_11-30.WAV","Corvus corax",50.86933333,51.99466667,"Interference","Interference","N",582,"I"
"s2lam135_230725_2023-07-30_12-10.WAV","Corvus corax",38.36266667,40.38933333,"Interference","Interference","N",682,"I"
"s2lam128_230713_2023-07-15_18-10.WAV","Corvus corax",38.336,40.448,"Interference","Interference","N",488,"I"
"s2lam147_230818_2023-08-21_10-10.WAV","Corvus corax",3.253333333,4.378666667,"Interference","Interference","Y",707,"I"
"s2lam131_230809_2023-08-11_12-10.WAV","Corvus corax",21.008,23.12,"Interference","Interference","N",757,"I"
"s2lam039_220920_2022-09-22_11-00.WAV","Corvus corax",12.864,14.89066667,"Interference","Interference","N",746,"I"
"s2lam156_230713_2023-07-14_18-10.WAV","Corvus corax",38.496,39.62133333,"Interference","Interference","N",720,"I"
"s2lam151_230713_2023-07-18_13-10.WAV","Corvus corax",18.04266667,20.06933333,"Interference","Interference","Y",509,"I"
"s2lam163_230820_2023-08-21_18-50.WAV","Corvus corax",48.26133333,50.288,"Interference","Interference","N",837,"I"
"s2lam154_231123_2023-11-24_12-20.WAV","Corvus corax",22.608,24.63466667,"Interference","Interference","N",425,"I"
"s2lam078_230811_2023-08-11_18-00.WAV","Corvus corax",51.48266667,53.50933333,"Interference","Interference","N",834,"I"
"s2lam045_231124_2023-11-28_15-00.WAV","Corvus corax",50.64,52.66666667,"Interference","Interference","N",377,"I"
"s2lam135_230809_2023-08-10_19-20.WAV","sp3",54.69,55.89,"Interference","Interference","N",600,"I"
"s2lam150_231122_2023-11-27_13-20.WAV","Corvus corax",24.21333333,26.24,"Interference","Interference","N",133,"I"
"s2lam029_230726_2023-07-26_19-30.WAV","Corvus corax",4.821333333,6.848,"Interference","Interference","Y",641,"I"
"s2lam135_230809_2023-08-10_19-20.WAV","sp3",45.99,47.17,"Interference","Interference","N",597,"I"
"s2lam003_230807_2023-08-08_10-40.WAV","Corvus corax",21.52533333,22.65066667,"Interference","Interference","N",625,"I"
"s2lam137_230809_2023-08-11_11-40.WAV","Corvus corax",0.533333333,2.645333333,"Interference","Interference","N",605,"I"
"s2lam110_230717_2023-07-20_06-50.WAV","Corvus corax",30.17066667,32.19733333,"Interference","Interference","N",147,"I"
"s2lam045_231124_2023-11-25_18-40.WAV","Corvus corax",44.56,46.58666667,"Interference","Interference","N",113,"I"
"s2lam144_230728_2023-08-02_13-10.WAV","Corvus corax",18.38933333,20.416,"Interference","Interference","N",733,"I"
"s2lam087_230726_2023-07-27_11-00.WAV","Corvus corax",54.35733333,56.384,"Interference","Interference","N",688,"I"
"s2lam038_230819_2023-08-19_11-50.WAV","Corvus corax",33.65866667,35.68533333,"Interference","Interference","N",188,"I"
"s2lam080_230807_2023-08-14_10-10.WAV","Corvus corax",7.712,8.837333333,"Interference","Interference","Y",559,"I"
"s2lam138_230713_2023-07-15_19-20.WAV","Corvus corax",52.50133333,54.528,"Interference","Interference","N",710,"I"
"s2lam016_231205_2023-12-06_16-40.WAV","Corvus corax",22.37333333,24.48533333,"Interference","Interference","N",294,"I"
"s2lam044_230815_2023-08-22_10-50.WAV","Corvus corax",51.74933333,53.776,"Interference","Interference","N",282,"I"
"s2lam151_230713_2023-07-18_12-20.WAV","Corvus corax",22.08533333,23.21066667,"Interference","Interference","N",577,"I"
"s2lam078_230811_2023-08-14_19-20.WAV","Corvus corax",43.984,46.01066667,"Interference","Interference","N",712,"I"
"s2lam127_230728_2023-08-07_10-20.WAV","Corvus corax",37.29066667,39.31733333,"Interference","Interference","N",660,"I"
"s2lam125_230713_2023-07-15_10-40.WAV","Corvus corax",32.05866667,34.08533333,"Interference","Interference","Y",679,"I"
"s2lam022_230726_2023-07-29_19-10.WAV","Corvus corax",4.602666667,6.629333333,"Interference","Interference","N",762,"I"
"s2lam135_230725_2023-07-29_12-50.WAV","Corvus corax",13.46133333,14.58666667,"Interference","Interference","Y",572,"I"
"s2lam135_230809_2023-08-10_19-20.WAV","sp3",50.37,51.53,"Interference","Interference","Y",598,"I"
"s2lam026_230822_2023-08-24_11-00.WAV","Corvus corax",3.242666667,5.269333333,"Interference","Interference","N",205,"I"
"s2lam144_230728_2023-07-29_13-10.WAV","Corvus corax",0.042666667,2.154666667,"Interference","Interference","N",774,"I"
"s2lam045_230808_2023-08-11_10-00.WAV","Corvus corax",25.77066667,27.88266667,"Interference","Interference","N",358,"I"
"s2lam150_231122_2023-11-23_13-30.WAV","Corvus corax",2.490666667,3.616,"Interference","Interference","N",394,"I"
"s2lam079_230829_2023-08-30_18-40.WAV","sp3",16.81,17.93,"Interference","Interference","N",546,"I"
"s2lam108_230726_2023-07-29_10-00.WAV","Corvus corax",35.744,37.77066667,"Interference","Interference","N",651,"I"
"s2lam029_230726_2023-07-30_06-10.WAV","Corvus corax",15.78666667,17.89866667,"Interference","Interference","N",662,"I"
"s2lam045_231124_2023-11-28_07-30.WAV","Corvus corax",51.92533333,53.952,"Interference","Interference","N",376,"I"
"s2lam154_231123_2023-11-27_11-40.WAV","Corvus corax",55.89866667,57.92533333,"Interference","Interference","Y",451,"I"
"s2lam079_230829_2023-09-01_19-00.WAV","Corvus corax",37.92,40.032,"Interference","Interference","N",348,"I"
"s2lam161_230820_2023-08-22_18-30.WAV","Corvus corax",1.888,3.914666667,"Interference","Interference","N",283,"I"
"s2lam119_230809_2023-08-10_11-40.WAV","Corvus corax",45.49866667,47.52533333,"Interference","Interference","N",232,"I"
"s2lam154_231123_2023-11-27_03-10.WAV","Corvus corax",47.04,48.16533333,"Interference","Interference","N",444,"I"
"s2lam108_230726_2023-07-31_10-10.WAV","Corvus corax",18.45333333,20.48,"Interference","Interference","N",265,"I"
"s2lam087_230726_2023-07-26_19-30.WAV","Corvus corax",33.94133333,35.968,"Interference","Interference","N",776,"I"
"s2lam156_230713_2023-07-14_11-50.WAV","Corvus corax",7.242666667,9.354666667,"Interference","Interference","N",730,"I"
"s2lam147_230818_2023-08-21_10-10.WAV","Corvus corax",2.997333333,5.024,"Interference","Interference","Y",706,"I"
"s2lam150_231122_2023-11-25_20-30.WAV","Corvus corax",7.136,9.248,"Interference","Interference","N",321,"I"
"s2lam150_231122_2023-11-23_08-50.WAV","Corvus corax",6.56,7.685333333,"Interference","Interference","N",41,"I"
"s2lam044_230815_2023-08-22_19-30.WAV","Corvus corax",34.53333333,36.56,"Interference","Interference","N",536,"I"
"s2lam080_230807_2023-08-11_13-10.WAV","Corvus corax",19.33333333,21.36,"Interference","Interference","N",174,"I"
"s2lam131_230815_2023-08-21_18-50.WAV","Corvus corax",15.01333333,17.04,"Interference","Interference","N",529,"I"
"s2lam016_231205_2023-12-06_19-40.WAV","Corvus corax",46.53333333,48.64533333,"Interference","Interference","N",299,"I"
"s2lam131_230809_2023-08-10_13-30.WAV","Corvus corax",13.6,15.62666667,"Interference","Interference","N",495,"I"
"s2lam128_230713_2023-07-17_10-10.WAV","Corvus corax",28.928,31.04,"Interference","Interference","N",353,"I"
"s2lam150_231122_2023-11-23_15-20.WAV","Corvus corax",0.928,2.053333333,"Interference","Interference","N",389,"I"
"s2lam127_230728_2023-07-31_11-30.WAV","Corvus corax",54.52266667,56.54933333,"Interference","Interference","N",775,"I"
"s2lam127_230728_2023-08-09_10-30.WAV","Corvus corax",4.810666667,6.837333333,"Interference","Interference","N",823,"I"
"s2lam154_231123_2023-11-26_11-20.WAV","Corvus corax",1.973333333,4,"Interference","Interference","N",446,"I"
"s2lam129_230820_2023-08-21_18-30.WAV","Corvus corax",24.50666667,25.632,"Interference","Interference","N",492,"I"
"s2lam125_230713_2023-07-18_13-00.WAV","Corvus corax",49.28,51.30666667,"Interference","Interference","N",779,"I"
"s2lam119_230713_2023-07-17_11-40.WAV","Corvus corax",19.68,20.80533333,"Interference","Interference","N",67,"I"
"s2lam045_231124_2023-11-25_11-30.WAV","Corvus corax",35.68,37.70666667,"Interference","Interference","N",111,"I"
"s2lam017_230807_2023-08-14_14-00.WAV","Corvus corax",48.80533333,49.93066667,"Interference","Interference","N",100,"I"
"s2lam126_230820_2023-08-20_12-50.WAV","Corvus corax",49.59466667,50.72,"Interference","Interference","N",501,"I"
"s2lam076_230809_2023-08-10_11-00.WAV","Corvus corax",46.69866667,48.72533333,"Interference","Interference","N",269,"I"
"s2lam150_231122_2023-11-23_10-30.WAV","Corvus corax",11.09333333,12.21866667,"Interference","Interference","N",396,"I"
"s2lam029_230726_2023-07-29_10-30.WAV","Corvus corax",0.528,1.653333333,"Interference","Interference","N",741,"I"
"s2lam079_230829_2023-08-30_18-40.WAV","sp3",14.23,15.31,"Interference","Interference","N",545,"I"
"s2lam150_231122_2023-11-23_13-20.WAV","Corvus corax",2.645333333,3.770666667,"Interference","Interference","N",388,"I"
"s2lam127_230728_2023-08-09_10-30.WAV","Corvus corax",0.32,2.432,"Interference","Interference","N",822,"I"
"s2lam150_231122_2023-11-22_20-50.WAV","Corvus corax",1.504,2.629333333,"Interference","Interference","N",415,"I"
"s2lam128_230713_2023-07-18_13-10.WAV","Corvus corax",32.224,34.336,"Interference","Interference","N",354,"I"
"s2lam162_231209_2023-12-10_19-20.WAV","Corvus corax",8.789333333,10.816,"Interference","Interference","N",475,"I"
"s2lam029_230726_2023-07-31_10-00.WAV","Corvus corax",43.504,45.53066667,"Interference","Interference","N",621,"I"
"s2lam156_230713_2023-07-14_11-50.WAV","Corvus corax",54.912,56.93866667,"Interference","Interference","N",731,"I"
"s2lam162_231209_2023-12-10_15-50.WAV","Corvus corax",48.09066667,50.11733333,"Interference","Interference","N",473,"I"
"s2lam125_230713_2023-07-17_19-10.WAV","Corvus corax",37.98933333,40.016,"Interference","Interference","N",521,"I"
"s2lam045_231124_2023-11-26_08-20.WAV","Corvus corax",20.81066667,22.83733333,"Interference","Interference","N",119,"I"
"s2lam067_230713_2023-07-18_11-50.WAV","Corvus corax",27.17333333,28.29866667,"Interference","Interference","N",68,"I"
"s2lam016_230829_2023-09-04_14-30.WAV","Corvus corax",23.12533333,24.25066667,"Interference","Interference","N",103,"I"
"s2lam108_230726_2023-07-30_13-10.WAV","Corvus corax",0.186666667,2.213333333,"Interference","Interference","N",576,"I"
"s2lam154_231123_2023-11-27_13-40.WAV","Corvus corax",57.15733333,59.184,"Interference","Interference","Y",454,"I"
"s2lam087_230726_2023-07-28_13-30.WAV","Corvus corax",50.112,52.13866667,"Interference","Interference","N",814,"I"
"s2lam054_230822_2023-08-22_19-20.WAV","Corvus corax",8.768,10.88,"Interference","Interference","N",532,"I"
"s2lam154_231123_2023-11-28_05-30.WAV","Corvus corax",42.992,44.11733333,"Interference","Interference","N",459,"I"
"s2lam078_230811_2023-08-16_17-40.WAV","Corvus corax",48.02133333,50.048,"Interference","Interference","N",749,"I"
"s2lam154_231123_2023-11-25_12-30.WAV","Corvus corax",15.05066667,16.176,"Interference","Interference","N",434,"I"
"s2lam110_230717_2023-07-21_19-20.WAV","Corvus corax",32.976,35.00266667,"Interference","Interference","N",148,"I"
"s2lam016_231205_2023-12-06_18-50.WAV","Corvus corax",11.76533333,13.87733333,"Interference","Interference","N",295,"I"
"s2lam025_230815_2023-08-18_13-00.WAV","Corvus corax",12.84266667,14.86933333,"Interference","Interference","Y",606,"I"
"s2lam117_230815_2023-08-22_12-00.WAV","Corvus corax",27.90933333,29.936,"Interference","Interference","N",755,"I"
"s2lam058_230811_2023-08-15_12-00.WAV","Corvus corax",16.17066667,18.19733333,"Interference","Interference","N",777,"I"
"s2lam131_230809_2023-08-10_13-10.WAV","Corvus corax",0.261333333,2.373333333,"Interference","Interference","N",833,"I"
"s2lam128_230713_2023-07-16_18-30.WAV","Corvus corax",42.784,44.81066667,"Interference","Interference","N",262,"I"
"s2lam138_230713_2023-07-18_12-20.WAV","Corvus corax",25.47733333,27.504,"Interference","Interference","N",219,"I"
"s2lam154_231123_2023-11-25_09-40.WAV","Corvus corax",17.70666667,18.832,"Interference","Interference","Y",430,"I"
"s2lam135_230809_2023-08-10_19-20.WAV","sp3",11.33,12.49,"Interference","Interference","Y",590,"I"
"s2lam156_230713_2023-07-13_18-40.WAV","Corvus corax",17.136,19.16266667,"Interference","Interference","N",672,"I"
"s2lam131_230713_2023-07-15_10-10.WAV","Corvus corax",47.29066667,49.31733333,"Interference","Interference","N",661,"I"
"s2lam154_231123_2023-11-28_11-40.WAV","Corvus corax",54.56533333,55.69066667,"Interference","Interference","N",59,"I"
"s2lam150_230814_2023-08-20_11-30.WAV","Corvus corax",7.152,9.178666667,"Interference","Interference","N",276,"I"
"s2lam147_230818_2023-08-22_06-10.WAV","Corvus corax",1.637333333,3.664,"Interference","Interference","N",256,"I"
"s2lam154_231123_2023-11-28_13-00.WAV","Corvus corax",51.712,52.83733333,"Interference","Interference","N",463,"I"
"s2lam125_230713_2023-07-15_12-40.WAV","Corvus corax",25.59466667,27.62133333,"Interference","Interference","N",609,"I"
"s2lam117_230815_2023-08-21_11-40.WAV","Corvus corax",48.03733333,50.064,"Interference","Interference","N",786,"I"
"s2lam126_230820_2023-08-25_13-00.WAV","Corvus corax",12.592,13.71733333,"Interference","Interference","N",724,"I"
"s2lam135_230725_2023-07-30_19-10.WAV","Corvus corax",6.848,8.874666667,"Interference","Interference","N",225,"I"
"s2lam131_230815_2023-08-22_12-30.WAV","Corvus corax",15.71733333,17.744,"Interference","Interference","N",732,"I"
"s2lam154_231123_2023-11-24_11-40.WAV","Corvus corax",46.47466667,47.6,"Interference","Interference","N",433,"I"
"s2lam026_230822_2023-08-25_06-40.WAV","Corvus corax",4.906666667,6.933333333,"Interference","Interference","N",207,"I"
"s2lam016_231205_2023-12-06_17-30.WAV","Corvus corax",29.04533333,31.15733333,"Interference","Interference","N",296,"I"
"s2lam144_230728_2023-08-10_10-10.WAV","Corvus corax",16.56533333,18.592,"Interference","Interference","N",649,"I"
"s2lam162_231209_2023-12-11_13-10.WAV","Corvus corax",45.59466667,47.62133333,"Interference","Interference","N",481,"I"
"s2lam150_231122_2023-11-27_01-30.WAV","Corvus corax",0.074666667,2.186666667,"Interference","Interference","N",329,"I"
"s2lam060_230815_2023-08-22_12-10.WAV","Corvus corax",24.52266667,26.54933333,"Interference","Interference","N",767,"I"
"s2lam156_230713_2023-07-15_13-30.WAV","Corvus corax",44.176,46.288,"Interference","Interference","N",350,"I"
"s2lam131_230809_2023-08-12_18-50.WAV","Corvus corax",30.10133333,31.22666667,"Interference","Interference","Y",586,"I"
"s2lam131_230809_2023-08-12_12-10.WAV","Corvus corax",40.00533333,42.032,"Interference","Interference","N",236,"I"
"s2lam131_230809_2023-08-13_10-50.WAV","Corvus corax",4.384,6.410666667,"Interference","Interference","N",832,"I"
"s2lam029_230726_2023-07-30_06-10.WAV","Corvus corax",52.592,54.61866667,"Interference","Interference","N",663,"I"
"s2lam137_230809_2023-08-09_11-50.WAV","Corvus corax",15.45066667,17.47733333,"Interference","Interference","Y",534,"I"
"s2lam150_231122_2023-11-26_00-20.WAV","Corvus corax",36.848,38.96,"Interference","Interference","N",323,"I"
"s2lam154_231123_2023-11-25_11-20.WAV","Canis lupus",2.224,3.904,"Mammals","Biophony","Y",61,"M"
"s2lam154_231123_2023-11-27_19-10.WAV","Canis lupus",0.010666667,1.690666667,"Mammals","Biophony","Y",149,"M"
"s2lam154_231123_2023-11-24_01-40.WAV","Canis lupus",6.469333333,8.149333333,"Mammals","Biophony","Y",93,"M"
"s2lam154_231123_2023-11-27_18-30.WAV","Canis lupus",35.104,36.784,"Mammals","Biophony","Y",143,"M"
"s2lam154_231123_2023-11-25_09-30.WAV","Canis lupus",2.570666667,3.824,"Mammals","Biophony","Y",59,"M"
"s2lam154_231123_2023-11-27_23-10.WAV","Canis lupus",3.306666667,4.986666667,"Mammals","Biophony","Y",158,"M"
"s2lam154_231123_2023-11-26_18-40.WAV","Canis lupus",14.92266667,16.60266667,"Mammals","Biophony","N",99,"M"
"s2lam154_231123_2023-11-28_01-00.WAV","sp5",18.39,19.97,"Mammals","Biophony","Y",174,"M"
"s2lam154_231123_2023-11-28_00-20.WAV","sp5",11.75,13.35,"Mammals","Biophony","Y",181,"M"
"s2lam154_231123_2023-11-25_21-00.WAV","sp5",13.75,15.45,"Mammals","Biophony","Y",70,"M"
"s2lam162_231209_2023-12-09_07-50.WAV","Canis lupus",36.95466667,38.176,"Mammals","Biophony","N",201,"M"
"s2lam154_231123_2023-11-23_21-40.WAV","Canis lupus",50.912,52.592,"Mammals","Biophony","Y",32,"M"
"s2lam150_231122_2023-11-24_15-40.WAV","Canis lupus",51.216,52.896,"Mammals","Biophony","Y",20,"M"
"s2lam154_231123_2023-11-24_07-30.WAV","Canis lupus",36.784,38.464,"Mammals","Biophony","Y",34,"M"
"s2lam154_231123_2023-11-28_06-30.WAV","Canis lupus",0.986666667,2.24,"Mammals","Biophony","N",187,"M"
"s2lam154_231123_2023-11-23_22-10.WAV","sp5",26.71,28.23,"Mammals","Biophony","N",95,"M"
"s2lam154_231123_2023-11-24_23-00.WAV","Canis lupus",8.176,9.856,"Mammals","Biophony","Y",66,"M"
"s2lam154_231123_2023-11-26_01-00.WAV","sp5",47.63,49.13,"Mammals","Biophony","N",119,"M"
"s2lam154_231123_2023-11-25_21-00.WAV","Canis lupus",13.99466667,15.248,"Mammals","Biophony","Y",71,"M"
"s2lam154_231123_2023-11-28_01-00.WAV","sp5",8.35,9.75,"Mammals","Biophony","N",172,"M"
"s2lam154_231123_2023-11-26_23-40.WAV","Canis lupus",51.86666667,53.54666667,"Mammals","Biophony","Y",123,"M"
"s2lam154_231123_2023-11-23_17-20.WAV","Canis lupus",1.616,3.296,"Mammals","Biophony","Y",192,"M"
"s2lam154_231123_2023-11-27_13-00.WAV","sp5",4.95,11.17,"Mammals","Biophony","N",141,"M"
"s2lam154_231123_2023-11-27_05-50.WAV","Canis lupus",22.69866667,24.37866667,"Mammals","Biophony","Y",191,"M"
"s2lam154_231123_2023-11-27_18-40.WAV","Canis lupus",57.68,58.93333333,"Mammals","Biophony","Y",148,"M"
"s2lam154_231123_2023-11-25_21-50.WAV","Canis lupus",11.70666667,13.38666667,"Mammals","Biophony","Y",101,"M"
"s2lam154_231123_2023-11-27_18-40.WAV","Canis lupus",56.768,58.448,"Mammals","Biophony","Y",147,"M"
"s2lam154_231123_2023-11-25_19-50.WAV","Canis lupus",8.661333333,9.914666667,"Mammals","Biophony","Y",86,"M"
"s2lam150_231122_2023-11-27_03-50.WAV","Canis lupus",25.07733333,26.33066667,"Mammals","Biophony","Y",22,"M"
"s2lam154_231123_2023-11-25_21-50.WAV","Canis lupus",11.58933333,12.84266667,"Mammals","Biophony","Y",100,"M"
"s2lam154_231123_2023-11-24_22-50.WAV","sp5",51.33,54.03,"Mammals","Biophony","N",39,"M"
"s2lam154_231123_2023-11-24_07-30.WAV","Canis lupus",36.66666667,37.92,"Mammals","Biophony","Y",33,"M"
"s2lam154_231123_2023-11-23_17-20.WAV","Canis lupus",1.653333333,2.906666667,"Mammals","Biophony","Y",193,"M"
"s2lam154_231123_2023-11-26_01-00.WAV","sp5",9.63,11.21,"Mammals","Biophony","N",111,"M"
